# SITEPH_SDSS SITE PHOTOMETRY - Sat Jan  3 16:51:45 2015
# SN           mj  mjerr    mj.5 mjerr    mj1  mjerr    mj2  mjerr    sbj     mh  mherr   mh.5  mherr    mh1  mherr    mh2  mherr    sbh     mk  mkerr   mk.5  mkerr    mk1  mkerr    mk2  mkerr    sbk  host                          snx     sny
2007go      17.06   2.22  20.73  12.05  19.18   5.89  17.58   2.82  20.54  16.41   2.05  19.79   9.73  18.27   4.84  16.81   2.47  19.89  16.27   2.39  19.94  12.96  18.38   6.32  16.76   2.99  19.75  ESO475-016                  272.6   243.1
2008gl      17.58   2.82  21.78  19.56  20.27   9.73  18.85   5.07  21.06  17.10   2.82  21.25  19.09  19.88  10.14  18.44   5.24  20.58  16.45   2.59  21.06  21.70  19.47  10.42  17.89   5.04  19.93  UGC00881                    282.0   316.6
2002jy     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.32   3.12  20.24  12.01  18.72   5.96  17.41   3.25  20.80  17.84   4.91  20.14  14.18  18.95   8.19  17.93   5.12  21.32  NGC0477                     421.8   413.5
1976G       19.03   5.49  20.92  13.13  17.87   3.23  15.16   0.93  22.51  16.60   2.24  17.47   3.34  15.83   1.57  14.10   0.71  20.08  16.01   2.11  16.55   2.71  15.60   1.75  14.59   1.10  19.49  NGC0488                    1352.2  1241.5
2010eb     -99.00   0.01  21.09  14.18 -99.00   0.01  17.08   2.24 -99.00  18.86   6.34 -99.00   0.01  16.96   2.65  15.78   1.54  22.34 -99.00   0.01  19.70  11.58 -99.00   0.01 -99.00   0.01 -99.00  NGC0488                    1488.3  1488.4
1992bo      19.89   8.19 -99.00   0.01 -99.00   0.01  19.89   8.19  23.37  17.49   3.37  20.23  11.92  18.82   6.24  17.49   3.37  20.97  17.06   3.44  18.83   7.77  17.55   4.31  17.06   3.44  20.54  ESO352-057                  330.6   227.0
1971S       16.20   1.49  17.09   2.25  15.63   1.15  14.43   0.66  19.68  15.28   1.22  16.03   1.72  14.77   0.97  13.48   0.53  18.76  15.73   1.86  16.57   2.74  15.15   1.43  13.73   0.74  19.21  NGC0493                     517.3   594.4
1999ej      17.42   2.62  20.62  11.42  18.99   5.39  17.25   2.42  20.90  16.68   2.32  19.58   8.82  18.12   4.50  16.53   2.17  20.15  16.82   3.07  20.55  17.11  18.59   6.95  16.66   2.86  20.30  NGC0495                     412.9   412.9
2003lc      18.39   4.09  22.42  26.26  20.96  13.37  19.47   6.75  21.87  16.94   2.62  20.80  15.54  19.31   7.82  17.90   4.08  20.42  16.94   3.25  20.86  19.75  19.28   9.54  17.93   5.12  20.42  UGC00934                    342.3   321.0
2005ly      16.84   2.01  21.09  14.18  19.56   7.02  18.06   3.52  20.32  16.34   1.99  20.51  13.59  19.09   7.06  17.56   3.49  19.82  16.35   2.48  20.61  17.65  19.03   8.49  17.57   4.34  19.83  UGC00934                    303.4   291.8
1995Z       16.78   1.95  19.34   6.34  17.83   3.17  16.36   1.61  20.26  15.98   1.68  18.68   5.83  17.11   2.84  15.52   1.36  19.46  15.77   1.90  18.25   5.94  16.78   3.01  15.36   1.57  19.25  UGC00937                    193.9   210.0
1963S       17.18   2.34  21.22  15.07  19.82   7.92  18.30   3.93  20.65  16.01   1.71  20.55  13.83  18.99   6.75  17.36   3.18  19.49  16.74   2.96 -99.00   0.01  23.59  69.49  18.64   7.09  20.21  PGC005092                   219.9   217.6
1966G       17.56   2.80  19.85   8.02  18.52   4.34  17.26   2.43  21.04  17.19   2.94  19.65   9.12  18.24   4.77  16.87   2.53  20.66  15.84   1.96  18.31   6.09  16.82   3.07  15.66   1.80  19.32  NGC0521                     683.7   757.0
2006G       17.49   2.71  20.88  12.90  19.08   5.64  17.06   2.22  20.97  16.52   2.16  19.79   9.73  18.04   4.34  16.11   1.79  20.00  15.78   1.91  18.39   6.34  16.94   3.25  15.43   1.62  19.26  NGC0521                     713.1   706.8
2000cx      17.34   2.52  17.69   2.97  16.67   1.85  15.58   1.12  20.81  15.88   1.61  16.21   1.87  15.37   1.27  14.43   0.82  19.36  16.44   2.58  16.74   2.96  16.03   2.14  15.10   1.39  19.91  NGC0524                     937.4   805.8
2008Q       18.03   3.47  18.74   4.82  16.87   2.03  15.91   1.31  21.51  17.37   3.20  18.33   4.96  16.14   1.81  15.23   1.19  20.85  19.08   8.69  18.59   6.95 -99.00   0.01  16.47   2.62  22.55  NGC0524                     773.5   956.4
2001en      15.50   1.08  17.92   3.31  16.40   1.64  14.84   0.80  18.98  14.85   1.00  17.26   3.03  15.73   1.50  14.20   0.74  18.33  14.52   1.07  16.85   3.11  15.37   1.58  13.86   0.79  18.00  NGC0523                     620.7   648.0
2008gg     -99.00   0.01  24.10  56.74  23.34  40.12  22.28  24.57 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  18.47   6.57  21.69  28.98  20.14  14.18  18.89   7.97  21.95  NGC0539                     356.7   344.5
2008hh      16.20   1.50  19.14   5.78  17.66   2.93  16.21   1.50  19.68  15.54   1.37  18.43   5.21  16.95   2.63  15.54   1.38  19.01  15.41   1.61  18.04   5.40  16.64   2.83  15.42   1.61  18.89  IC0112                      215.1   216.3
1963N       16.00   1.36  18.64   4.59  17.13   2.29  15.64   1.15  19.48  15.26   1.21  17.77   3.84  16.31   1.96  14.92   1.04  18.74  15.02   1.34  17.52   4.24  16.06   2.16  14.67   1.14  18.50  NGC0536                     826.2   790.6
1961Q       15.34   1.01  18.36   4.04  16.85   2.01  15.36   1.01  18.82  14.47   0.84  17.45   3.32  15.96   1.67  14.48   0.84  17.94  14.44   1.03  17.60   4.41  16.06   2.16  14.45   1.03  17.92  NGC0550                     508.1   502.5
2005hj      16.83   2.00  21.71  18.87  20.21   9.48  18.76   4.87  20.31  16.30   1.95  21.18  18.45  19.65   9.12  18.18   4.64  19.77  15.42   1.62  20.25  14.94  18.74   7.43  17.26   3.77  18.90  A012648-0114                218.6   223.2
2005hf      14.41   0.66 -99.00   0.01 -99.00   0.01 -99.00   0.01  17.89  13.65   0.58 -99.00   0.01 -99.00   0.01 -99.00   0.01  17.13  13.31   0.61 -99.00   0.01 -99.00   0.01 -99.00   0.01  16.79  A012705+1907                210.7   225.0
2007il      16.45   1.68  19.54   6.97  18.06   3.52  16.68   1.87  19.93  15.97   1.68  18.89   6.44  17.44   3.30  16.16   1.83  19.45  15.49   1.66  18.42   6.42  16.96   3.28  15.68   1.82  18.97  IC1704                      221.5   236.5
1984M       16.54   1.75  20.59  11.27  19.13   5.75  17.55   2.78  20.02  16.02   1.72  20.09  11.20  18.65   5.75  17.03   2.73  19.50  15.71   1.84  19.87  12.53  18.37   6.29  16.76   2.99  19.19  IC0121                      183.5   193.2
2005Q       17.73   3.02  21.34  15.94  19.78   7.77  18.15   3.66  21.21  16.32   1.97  19.27   7.67  17.84   3.97  16.58   2.22  19.79  16.23   2.34  19.68  11.50  18.14   5.64  16.59   2.76  19.71  ESO244-031                  338.7   341.1
2005me      18.83   5.01  23.03  34.74  21.53  17.37  19.34   6.34  22.31  20.05  10.99 -99.00   0.01 -99.00   0.01  21.80  24.57  23.53  17.33   3.88  20.37  15.74  18.95   8.19  17.68   4.56  20.81  ESO244-031                  275.8   322.5
2010cm      16.49   1.71  19.76   7.70  18.28   3.90  16.82   1.99  19.97  15.78   1.54  19.09   7.06  17.60   3.55  16.14   1.82  19.26  15.53   1.70  18.89   7.97  17.40   4.01  15.91   2.02  19.01  ESO244-031                  334.3   318.9
2014di     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.72   4.64  20.31  15.35  19.01   8.43  17.88   5.01  21.19  ESO244-031                  339.9   280.8
1991ba      16.12   1.44  19.48   6.78  18.02   3.45  16.61   1.81  19.59  16.06   1.75  20.00  10.72  18.46   5.27  16.75   2.40  19.54  15.02   1.34  18.65   7.15  17.14   3.56  15.59   1.75  18.50  ESO244-032                  225.3   235.1
1999dk      20.53  10.99 -99.00   0.01 -99.00   0.01  20.33  10.03  24.01  16.67   2.31  19.20   7.43  17.77   3.85  16.51   2.15  20.14  17.04   3.41  19.32   9.73  17.98   5.24  16.92   3.23  20.52  UGC01087                    214.6   246.0
2010gz      17.80   3.12  20.47  10.66  19.03   5.49  17.76   3.07  21.28  17.30   3.10  20.33  12.48  18.79   6.14  17.25   3.02  20.78  16.35   2.48  19.66  11.35  17.99   5.27  16.24   2.35  19.83  NGC0599                     225.1   192.8
2002D       16.79   1.96  19.57   7.06  18.07   3.54  16.65   1.84  20.27  16.89   2.56  19.56   8.75  18.07   4.41  16.72   2.36  20.37  16.67   2.88  18.93   8.13  17.65   4.50  16.56   2.73  20.15  NGC0594                     279.6   295.7
2013fd      15.99   1.36  18.03   3.47  16.56   1.77  15.16   0.93  19.47  14.94   1.04  16.97   2.66  15.50   1.35  14.15   0.73  18.42  15.15   1.42  17.31   3.86  15.78   1.90  14.15   0.90  18.63  ESO353-014                  206.8   188.9
2002ap      20.02   8.69  16.77   1.94  15.21   0.95  13.15   0.37  23.50  16.82   2.48  15.85   1.59  14.42   0.82  12.53   0.34  20.30 -99.00   0.01 -99.00   0.01 -99.00   0.01  13.12   0.56 -99.00  NGC0628                    2731.1  2365.4
2003gd      16.75   1.92  15.12   0.91  14.00   0.54  12.37   0.26  20.23  17.32   3.12  15.85   1.59  13.75   0.60  11.98   0.27  20.80  17.57   4.34  15.50   1.67  13.32   0.61  11.71   0.29  21.05  NGC0628                    2459.7  2312.0
2013ej      17.67   2.94  15.46   1.06  14.05   0.56  12.16   0.23  21.15  16.66   2.30  14.94   1.05  13.41   0.52  11.55   0.22  20.14  16.46   2.60  15.04   1.36  13.12   0.56  11.29   0.24  19.94  NGC0628                    2380.1  2383.1
1998es      15.78   1.23  17.31   2.49  15.82   1.25  14.29   0.62  19.26  15.21   1.18  16.71   2.36  15.25   1.20  13.65   0.58  18.69  14.99   1.32  16.52   2.67  15.02   1.34  13.44   0.65  18.47  NGC0632                     280.6   293.2
2005Y       16.21   1.50  18.80   4.95  17.31   2.49  15.87   1.28  19.68  15.66   1.46  18.22   4.73  16.76   2.41  15.32   1.24  19.14  15.50   1.68  18.24   5.92  16.67   2.88  15.16   1.43  18.98  UGC01159                    222.1   229.6
2001eh      18.20   3.75  22.30  24.76  20.76  12.19  19.39   6.51  21.67  16.32   1.97  20.97  16.79  19.51   8.55  17.91   4.09  19.80  16.82   3.07  22.05  34.21  20.31  15.35  18.49   6.63  20.30  UGC01162                    289.7   255.6
2006Q       13.22   0.38  15.72   1.20  14.26   0.61  12.93   0.33  16.70  12.40   0.32  14.91   1.03  13.45   0.52  12.11   0.28  15.88  12.04   0.34  14.54   1.07  13.08   0.55  11.75   0.30  15.52  NGC0634                     317.7   322.6
2008A       17.85   3.20  20.45  10.60  19.00   5.43  17.44   2.65  21.33  18.39   5.12  21.56  21.97  19.77   9.64  17.79   3.88  21.87  16.74   2.96  20.29  15.16  18.36   6.24  16.27   2.39  20.21  NGC0634                     334.3   341.8
2008hg      16.92   2.08  19.85   8.02  18.37   4.05  16.91   2.07  20.40  16.19   1.86  18.97   6.67  17.52   3.43  16.15   1.83  19.67  15.74   1.87  18.73   7.41  17.19   3.65  15.71   1.85  19.22  IC1720                      241.9   231.9
2000dl      15.66   1.16 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.13  14.97   1.06 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.45  14.86   1.25 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.34  UGC01191                    307.9   310.2
1996bw      16.63   1.82  19.47   6.73  17.97   3.38  16.49   1.71  20.11  15.93   1.65  18.70   5.89  17.24   3.01  15.79   1.54  19.41  15.64   1.78  18.36   6.25  16.92   3.22  15.48   1.66  19.11  NGC0664                     234.4   211.9
1997W       16.77   1.94  19.77   7.72  18.21   3.78  16.60   1.80  20.25  15.87   1.60  18.69   5.87  17.19   2.95  15.73   1.50  19.35  15.61   1.76  18.51   6.70  16.97   3.30  15.47   1.65  19.09  NGC0664                     234.8   210.0
1999eb      14.93   0.83  17.77   3.08  16.28   1.55  14.78   0.78  18.41  14.29   0.77  17.13   2.86  15.64   1.44  14.14   0.72  17.77  13.92   0.81  16.81   3.06  15.30   1.52  13.77   0.76  17.40  NGC0664                     220.3   218.8
2010ji      18.66   4.64 -99.00   0.01  20.09   8.97  17.49   2.71  22.14  18.93   6.57  20.29  12.28  19.06   6.95 -99.00   0.01  22.41 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  UGC01230                    247.1   298.7
1992br     -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00   0.01 -99.00  17.57   3.51  23.47  53.00  22.28  30.69  21.01  17.11  21.05  16.56   2.73  22.40  40.12  20.94  20.49  19.46  10.36  20.04  A014544-5605                217.5   223.6
1996bo      15.16   0.93  18.07   3.53  16.55   1.76  14.96   0.85  18.64  14.57   0.88  17.42   3.27  15.94   1.65  14.37   0.80  18.05  14.33   0.98  17.32   3.88  15.79   1.91  14.11   0.88  17.81  NGC0673                     474.2   477.5
2001fa      16.06   1.40  18.94   5.27  17.43   2.64  15.87   1.28  19.54  15.34   1.25  18.30   4.91  16.74   2.39  15.15   1.15  18.82  15.00   1.33  17.76   4.73  16.31   2.43  14.81   1.22  18.48  NGC0673                     483.6   496.8
2007st      13.87   0.51  17.11   2.27  15.61   1.14  14.12   0.57  17.34  13.20   0.47  16.42   2.06  14.92   1.03  13.45   0.52  16.67  12.89   0.50  16.14   2.24  14.63   1.12  13.15   0.57  16.37  NGC0692                     656.8   659.5
2010aa      15.24   0.96  18.49   4.29  16.99   2.15  15.50   1.08  18.72  14.62   0.90  17.91   4.09  16.40   2.04  14.88   1.01  18.10  14.26   0.95  17.61   4.43  16.10   2.20  14.54   1.08  17.74  NGC0692                     649.5   656.6
1994ad      17.28   2.46  20.68  11.75  19.10   5.67  17.51   2.73  20.76  16.99   2.68  20.56  13.90  18.93   6.57  17.22   2.98  20.47  16.10   2.21  19.84  12.38  18.12   5.60  16.37   2.49  19.58  ESO152-026                  251.9   284.8
2007rv      16.77   1.94  19.11   5.71  17.60   2.85  16.03   1.38  20.25  15.92   1.64  18.26   4.81  16.77   2.43  15.20   1.17  19.40  15.60   1.75  17.76   4.75  16.33   2.46  14.91   1.28  19.08  NGC0689                     184.1   194.0
1983R      -99.00   0.01 -99.00   0.01 -99.00   0.01  19.27   6.14 -99.00  17.91   4.09 -99.00   0.01  18.66   5.79  17.16   2.90  21.39 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.08   8.69 -99.00  IC1731                      379.8   398.6
2005W       16.85   2.01  18.15   3.66  16.53   1.74  14.62   0.72  20.33  15.95   1.66  17.30   3.09  15.63   1.43  13.88   0.64  19.43  15.88   1.99  17.14   3.56  15.57   1.73  13.88   0.79  19.36  NGC0691                    1033.7  1090.0
2004fc      13.78   0.49  14.10   0.57  12.68   0.30  11.61   0.18  17.26  13.00   0.43  13.31   0.49  11.93   0.26  10.87   0.16  16.48  12.69   0.46  13.00   0.53  11.62   0.28  10.58   0.17  16.17  NGC0701                     521.7   531.5
2006ob      15.68   1.18  21.03  13.81  19.59   7.13  18.12   3.62  19.16  14.92   1.04  20.32  12.46  18.85   6.30  17.35   3.17  18.40  14.68   1.15  20.14  14.18  18.66   7.18  17.16   3.60  18.16  UGC01333                    217.3   209.6
2001ed      15.26   0.97  17.88   3.24  16.39   1.63  14.96   0.84  18.74  14.62   0.90  17.20   2.95  15.72   1.50  14.33   0.79  18.10  14.31   0.97  16.89   3.17  15.41   1.60  14.02   0.85  17.79  NGC0706                     339.0   326.2
2002eo      16.96   2.12  19.84   7.97  18.41   4.14  17.07   2.23  20.44  15.99   1.70  19.11   7.11  17.59   3.54  16.13   1.81  19.47  15.83   1.95  18.92   8.08  17.40   4.01  15.97   2.08  19.31  NGC0710                     256.7   282.9
2005cj      17.23   2.40  20.45  10.60  18.97   5.35  17.62   2.88  20.71  16.47   2.11  19.88  10.14  18.40   5.14  16.94   2.62  19.94  16.50   2.65  19.65  11.31  18.19   5.79  16.88   3.16  19.98  ESO114-014                  331.9   342.2
2001dm      14.29   0.62  16.71   1.89  15.21   0.95  13.68   0.47  17.77  13.59   0.56  16.02   1.72  14.51   0.86  12.96   0.42  17.07  13.33   0.62  15.75   1.88  14.25   0.94  12.70   0.46  16.81  NGC0749                     382.6   374.6
2002gc      17.07   2.23  22.90  32.76  20.21   9.46  17.59   2.84  20.55  15.97   1.68  19.67   9.20  18.11   4.49  16.34   1.99  19.45  15.72   1.85  19.40  10.08  17.84   4.91  16.07   2.18  19.20  UGC01394                    168.6   224.0
2005hg      16.85   2.02  19.97   8.49  18.49   4.29  17.07   2.23  20.33  16.60   2.24  20.98  16.85  18.91   6.51  16.91   2.59  20.08  15.86   1.98  19.06   8.62  17.54   4.28  16.07   2.18  19.34  UGC01394                    216.8   192.0
1972L       17.91   3.28  19.96   8.43  18.64   4.60  17.64   2.90  21.39  17.30   3.10  19.58   8.82  18.24   4.77  16.84   2.51  20.78  17.41   4.04  19.79  12.10  18.39   6.34  16.85   3.12  20.89  NGC0735                     282.3   292.2
2000dj      18.10   3.58  20.51  10.85  19.00   5.43  17.70   2.98  21.58  17.28   3.07  19.97  10.60  18.30   4.91  17.01   2.71  20.76  17.57   4.34  19.09   8.75  18.00   5.30  17.38   3.99  21.05  NGC0735                     282.0   290.6
2006ei      15.58   1.12  18.10   3.58  16.59   1.79  15.11   0.90  19.06  14.84   1.00  17.35   3.17  15.86   1.59  14.36   0.80  18.32  14.61   1.11  17.18   3.63  15.65   1.80  14.13   0.89  18.09  NGC0735                     325.2   315.6
2005hc      17.01   2.17  21.87  20.38  20.40  10.36  18.89   5.15  20.49  16.44   2.08  21.35  19.96  19.82   9.88  18.34   4.99  19.92  16.15   2.26  21.06  21.70  19.53  10.72  17.99   5.27  19.63  MCG+00-06-003               233.0   220.4
2002gn      15.17   0.93  19.94   8.38  18.47   4.24  16.98   2.14  18.64  14.42   0.82  19.28   7.70  17.80   3.90  16.30   1.95  17.90  14.12   0.89  18.96   8.23  17.47   4.15  15.98   2.09  17.60  A015654-0106                220.1   221.5
1988ab      17.62   2.88  20.48  10.72  18.83   5.01  17.30   2.48  21.10  17.32   3.12  19.79   9.73  18.37   5.07  17.04   2.75  20.80  16.31   2.43  18.78   7.58  17.37   3.96  15.95   2.06  19.79  NGC0762                     253.2   225.3
2011eb      16.94   2.10  19.90   8.22  18.47   4.26  17.11   2.27  20.42  16.99   2.68  20.07  11.06  18.66   5.79  17.20   2.96  20.47  16.14   2.24  19.15   9.01  17.72   4.64  16.30   2.42  19.61  NGC0782                     308.9   258.0
1954E       18.20   3.75  20.51  10.85  19.11   5.71  17.87   3.23  21.67  17.35   3.17  19.90  10.25  18.47   5.30  17.01   2.71  20.83  16.78   3.02  18.99   8.37  17.64   4.49  16.55   2.71  20.26  NGC0753                     476.0   409.4
2006td      15.98   1.35 -99.00   0.01 -99.00   0.01 -99.00   0.01  19.46  15.43   1.31 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.91  15.00   1.33 -99.00   0.01 -99.00   0.01 -99.00   0.01  18.48  A015815+3620                215.3   225.2
2005cx      14.38   0.65  17.06   2.22  15.53   1.10  13.98   0.54  17.86  13.71   0.59  16.42   2.06  14.88   1.02  13.29   0.49  17.19  13.35   0.62  16.04   2.15  14.51   1.06  12.95   0.52  16.83  IC0178                      112.5   117.3
2003hl      15.08   0.89  16.13   1.44  14.63   0.73  13.13   0.36  18.56  14.35   0.80  15.37   1.27  13.91   0.65  12.41   0.32  17.83  13.96   0.83  15.00   1.33  13.52   0.67  12.04   0.34  17.44  NGC0772                    1505.9  1517.4
2003iq      15.91   1.31  16.95   2.11  15.49   1.08  14.02   0.55  19.39  15.11   1.13  16.18   1.84  14.64   0.91  13.20   0.47  18.59  14.74   1.18  15.75   1.88  14.32   0.97  12.94   0.52  18.22  NGC0772                    1525.2  1484.7
2006ee      16.29   1.56  18.76   4.85  17.26   2.44  15.79   1.24  19.77  15.92   1.64  18.57   5.56  16.98   2.67  15.35   1.26  19.40  15.75   1.88  18.09   5.51  16.70   2.91  15.21   1.46  19.23  NGC0774                     334.0   337.5
1999di      16.00   1.36  18.70   4.73  17.19   2.36  15.63   1.15  19.48  15.34   1.25  18.05   4.37  16.52   2.16  14.97   1.06  18.81  15.32   1.54  18.09   5.53  16.56   2.73  14.94   1.29  18.80  NGC0776                     237.4   225.2
1998dj      14.53   0.69  16.77   1.94  15.26   0.97  13.75   0.48  18.01  13.81   0.62  16.01   1.71  14.52   0.86  13.04   0.44  17.28  13.57   0.69  15.80   1.92  14.30   0.96  12.80   0.48  17.05  NGC0788                     462.1   461.1
2004fz      15.95   1.33  18.85   5.07  17.29   2.47  15.71   1.19  19.43  15.31   1.24  17.97   4.21  16.51   2.15  15.08   1.11  18.79  14.81   1.22  17.54   4.29  16.04   2.15  14.60   1.11  18.29  NGC0783                     340.2   324.9
