# XSC_SNAN run on Thu Aug  7 12:53:34 2008
# SN          mJ   mJerr   mJ.5  mJerr    mJ1  mJerr    mJ2  mJerr   sbJ   Jfrac  Jdelp Jdelpe    mH   mHerr   mH.5  mHerr    mH1  mHerr    mH2  mHerr   sbH   Hfrac  Hdelp Hdelpe    mK   mKerr   mK.5  mKerr    mK1  mKerr    mK2  mKerr   sbK   Kfrac  Kdelp Kdelpe  host                 snx      sny
2006di      15.50   0.09  18.53   0.37  17.03   0.18  15.52   0.09  18.98 -9.000 -99.00  -9.00  14.91   0.09  17.96   0.35  16.46   0.18  14.93   0.09  18.39 -9.000 -99.00  -9.00  14.65   0.10  17.69   0.39  16.18   0.20  14.67   0.10  18.13 -9.000 -99.00  -9.00  NGC439             117.1    131.9
2006dj      15.11   0.07  17.92   0.26  16.42   0.13  14.91   0.07  18.59 -9.000 -99.00  -9.00  14.38   0.06  17.20   0.22  15.69   0.11  14.18   0.05  17.86 -9.000 -99.00  -9.00  14.01   0.07  16.83   0.24  15.33   0.12  13.82   0.06  17.49 -9.000 -99.00  -9.00  UGC12287            99.9     85.5
2006dk      15.92   0.11  18.76   0.42  17.25   0.21  15.74   0.10  19.40 -9.000 -99.00  -9.00  15.28   0.09  18.13   0.34  16.62   0.17  15.10   0.08  18.76 -9.000 -99.00  -9.00  14.85   0.10  17.68   0.37  16.18   0.18  14.68   0.09  18.33 -9.000 -99.00  -9.00  NGC4161             47.2     65.6
2006dn      15.34   0.08  18.20   0.31  16.69   0.15  15.20   0.08  18.82 -9.000 -99.00  -9.00  14.74   0.07  17.61   0.26  16.10   0.13  14.60   0.07  18.22 -9.000 -99.00  -9.00  14.36   0.08  17.21   0.29  15.70   0.14  14.22   0.07  17.84 -9.000 -99.00  -9.00  UGC12188            39.8     47.0
2006dp      16.00   0.12  19.04   0.48  17.54   0.24  16.01   0.12  19.48 -9.000 -99.00  -9.00  15.27   0.10  18.31   0.42  16.81   0.21  15.29   0.10  18.75 -9.000 -99.00  -9.00  14.97   0.11  18.01   0.46  16.51   0.23  14.98   0.11  18.44 -9.000 -99.00  -9.00  M-01-03-56          78.2     92.5
2006dr      15.57   0.09  18.13   0.30  16.62   0.15  15.09   0.07  19.04 -9.000 -99.00  -9.00  14.92   0.09  17.48   0.28  15.97   0.14  14.44   0.07  18.40 -9.000 -99.00  -9.00  14.58   0.09  17.12   0.30  15.62   0.15  14.10   0.08  18.05 -9.000 -99.00  -9.00  NGC1288             91.2    105.3
2006eb      15.89   0.11  18.62   0.38  17.12   0.19  15.63   0.10  19.37 -9.000 -99.00  -9.00  15.13   0.09  17.85   0.33  16.35   0.17  14.87   0.08  18.60 -9.000 -99.00  -9.00  14.92   0.11  17.65   0.39  16.15   0.19  14.66   0.10  18.40 -9.000 -99.00  -9.00  UGC771              59.0     51.9
2006ed      15.33   0.08  18.22   0.30  16.71   0.15  15.20   0.08  18.81 -9.000 -99.00  -9.00  14.73   0.07  17.62   0.26  16.10   0.13  14.60   0.07  18.21 -9.000 -99.00  -9.00  14.44   0.08  17.33   0.31  15.81   0.15  14.31   0.08  17.91 -9.000 -99.00  -9.00  UGC9684             47.4     41.8
2006ee      16.05   0.13  18.54   0.41  17.04   0.20  15.53   0.10  19.53 -9.000 -99.00  -9.00  15.47   0.10  17.99   0.33  16.48   0.17  14.95   0.08  18.95 -9.000 -99.00  -9.00  15.28   0.13  17.84   0.41  16.31   0.20  14.73   0.10  18.76 -9.000 -99.00  -9.00  NGC774              40.5     43.7
2006ef      18.08   0.28  20.86   1.03  19.37   0.52  17.93   0.27  21.55 -9.000 -99.00  -9.00  16.94   0.21  19.80   0.79  18.29   0.39  16.78   0.20  20.42 -9.000 -99.00  -9.00  19.94   1.07 -99.00  -9.00  22.83   4.04  19.63   0.93  23.42 -9.000 -99.00  -9.00  NGC809              30.5     63.0
2006ei      15.70   0.09  18.21   0.30  16.71   0.15  15.21   0.07  19.17 -9.000 -99.00  -9.00  14.98   0.09  17.50   0.29  15.99   0.14  14.49   0.07  18.45 -9.000 -99.00  -9.00  14.76   0.09  17.28   0.29  15.78   0.15  14.27   0.07  18.23 -9.000 -99.00  -9.00  NGC735              80.9     70.8
2006el      16.79   0.16  19.55   0.57  18.07   0.29  16.67   0.15  20.27 -9.000 -99.00  -9.00  16.98   0.20  19.81   0.72  18.30   0.36  16.85   0.19  20.46 -9.000 -99.00  -9.00  15.76   0.15  18.49   0.52  17.02   0.27  15.65   0.14  19.24 -9.000 -99.00  -9.00  UGC12188            32.2     27.8
2006ep      18.59   0.35  21.04   1.09  19.54   0.54  18.01   0.27  22.07 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC214             116.5     63.1
2006fp      17.04   0.18  17.09   0.19  15.59   0.09  14.10   0.05  20.51 -9.000 -99.00  -9.00  15.95   0.14  16.00   0.15  14.60   0.08  13.22   0.04  19.43 -9.000 -99.00  -9.00  16.24   0.19  16.30   0.19  14.64   0.09  13.05   0.04  19.72 -9.000 -99.00  -9.00  UGC12182            37.0     55.5
2006gi     -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC3147            180.4    295.1
2006gs      16.15   0.12  19.34   0.51  17.83   0.26  16.33   0.13  19.63 -9.000 -99.00  -9.00  15.56   0.12  18.75   0.52  17.24   0.26  15.74   0.13  19.03 -9.000 -99.00  -9.00  15.20   0.12  18.41   0.51  16.91   0.25  15.39   0.13  18.68 -9.000 -99.00  -9.00  NGC3977             44.5     59.4
2006gy      13.50   0.04  16.49   0.14  14.99   0.07  13.53   0.04  16.98 -9.000 -99.00  -9.00  12.70   0.03  15.68   0.11  14.19   0.05  12.73   0.03  16.18 -9.000 -99.00  -9.00  12.36   0.03  15.35   0.12  13.86   0.06  12.40   0.03  15.84 -9.000 -99.00  -9.00  NGC1260             70.6     70.0
2006hb      17.59   0.25  20.28   0.86  18.75   0.42  17.19   0.21  21.07 -9.000 -99.00  -9.00  16.98   0.23  19.65   0.77  18.13   0.38  16.60   0.19  20.46 -9.000 -99.00  -9.00  16.68   0.25  19.24   0.81  17.76   0.41  16.32   0.21  20.16 -9.000 -99.00  -9.00  M-04-12-34          38.1     64.2
2006hn      15.69   0.09  18.60   0.36  17.08   0.18  15.57   0.09  19.16 -9.000 -99.00  -9.00  15.04   0.08  17.95   0.30  16.43   0.15  14.92   0.08  18.52 -9.000 -99.00  -9.00  14.77   0.10  17.72   0.37  16.19   0.18  14.65   0.09  18.25 -9.000 -99.00  -9.00  UGC6154             43.5     52.2
2006it      17.03   0.18  19.55   0.57  18.05   0.29  16.53   0.14  20.51 -9.000 -99.00  -9.00  16.53   0.16  19.07   0.52  17.56   0.26  16.02   0.13  20.01 -9.000 -99.00  -9.00  16.28   0.19  18.80   0.61  17.29   0.31  15.79   0.15  19.76 -9.000 -99.00  -9.00  NGC6956            134.8     88.9
2006jc      17.42   0.23  18.12   0.31  16.67   0.16  15.20   0.08  20.90 -9.000 -99.00  -9.00  18.22   0.36  19.14   0.55  17.11   0.22  14.94   0.08  21.70 -9.000 -99.00  -9.00  17.51   0.34  18.27   0.49  16.64   0.23  14.84   0.10  20.99 -9.000 -99.00  -9.00  UGC4904             59.4     42.8
2006lc      15.00   0.07  17.67   0.25  16.13   0.12  14.54   0.06  18.48 -9.000 -99.00  -9.00  14.21   0.06  16.87   0.21  15.34   0.10  13.74   0.05  17.69 -9.000 -99.00  -9.00  13.85   0.07  16.52   0.23  14.98   0.11  13.38   0.05  17.32 -9.000 -99.00  -9.00  NGC7364             65.2     56.7
2006ld      17.23   0.20  19.42   0.54  17.94   0.27  16.51   0.14  20.71 -9.000 -99.00  -9.00  16.74   0.19  18.99   0.54  17.48   0.27  15.99   0.14  20.22 -9.000 -99.00  -9.00  17.51   0.35  19.81   1.02  18.28   0.50  16.66   0.24  20.98 -9.000 -99.00  -9.00  UGC348              43.2     33.4
2006le      18.25   0.31  21.25   1.23  19.71   0.61  18.11   0.29  21.72 -9.000 -99.00  -9.00  17.08   0.24  19.93   0.89  18.43   0.45  16.96   0.23  20.56 -9.000 -99.00  -9.00  17.54   0.34  20.46   1.30  18.95   0.65  17.42   0.32  21.02 -9.000 -99.00  -9.00  UGC3218             98.1    126.5
2006lf      16.07   0.12  18.33   0.33  16.83   0.17  15.35   0.08  19.55 -9.000 -99.00  -9.00  15.17   0.08  17.44   0.24  15.93   0.12  14.44   0.06  18.65 -9.000 -99.00  -9.00  14.70   0.09  16.97   0.26  15.47   0.13  13.98   0.07  18.18 -9.000 -99.00  -9.00  UGC3108             96.6     96.8
2006lv      16.57   0.14  18.10   0.29  16.60   0.15  15.11   0.07  20.05 -9.000 -99.00  -9.00  15.94   0.12  17.49   0.25  15.97   0.13  14.46   0.06  19.42 -9.000 -99.00  -9.00  15.70   0.15  17.21   0.30  15.73   0.15  14.31   0.08  19.18 -9.000 -99.00  -9.00  UGC6517             39.3     60.4
2006ms      15.09   0.07  17.62   0.24  16.12   0.12  14.62   0.06  18.57 -9.000 -99.00  -9.00  14.37   0.07  16.90   0.21  15.40   0.11  13.90   0.05  17.85 -9.000 -99.00  -9.00  14.05   0.07  16.57   0.23  15.07   0.12  13.59   0.06  17.53 -9.000 -99.00  -9.00  NGC6935             87.5     71.6
2006my      15.68   0.09  16.22   0.12  14.71   0.06  13.17   0.03  19.16 -9.000 -99.00  -9.00  15.00   0.09  15.54   0.11  14.03   0.06  12.48   0.03  18.48 -9.000 -99.00  -9.00  14.85   0.10  15.39   0.13  13.87   0.07  12.30   0.03  18.33 -9.000 -99.00  -9.00  NGC4651            170.9    122.2
2006nr     -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  UGC3336            -99.0    122.2
2006qp      17.37   0.21  19.61   0.58  18.13   0.29  16.70   0.15  20.85 -9.000 -99.00  -9.00  16.67   0.17  19.00   0.50  17.48   0.25  15.93   0.12  20.15 -9.000 -99.00  -9.00  16.31   0.19  18.61   0.55  17.10   0.28  15.59   0.14  19.79 -9.000 -99.00  -9.00  NGC5735            150.9    107.8
2006qr      15.33   0.09  17.98   0.30  16.48   0.15  14.97   0.07  18.81 -9.000 -99.00  -9.00  14.63   0.08  17.29   0.26  15.78   0.13  14.28   0.06  18.11 -9.000 -99.00  -9.00  14.28   0.08  16.93   0.28  15.42   0.14  13.92   0.07  17.76 -9.000 -99.00  -9.00  M-02-22-23          57.5     58.0
2006rk      20.82   1.03  24.15   4.77  21.37   1.33  18.65   0.38  24.30 -9.000 -99.00  -9.00  17.90   0.30  19.79   0.72  18.24   0.35  16.57   0.16  21.38 -9.000 -99.00  -9.00  18.76   0.60  21.70   2.33  19.28   0.76  16.87   0.25  22.24 -9.000 -99.00  -9.00  M+05-17-19          29.2     47.4
2006ss      18.11   0.30  20.44   0.88  18.88   0.43  17.22   0.20  21.59 -9.000 -99.00  -9.00  17.66   0.27  19.74   0.71  18.30   0.37  16.98   0.20  21.14 -9.000 -99.00  -9.00  18.05   0.44  20.13   1.13  18.70   0.59  17.35   0.32  21.53 -9.000 -99.00  -9.00  NGC5579             33.0     67.8
2006st      19.86   0.63  21.96   1.66  20.52   0.86 -99.00  -9.00  23.34 -9.000 -99.00  -9.00  17.97   0.31  20.06   0.81  18.63   0.42 -99.00  -9.00  21.45 -9.000 -99.00  -9.00  17.07   0.27  19.16   0.71  17.73   0.37 -99.00  -9.00  20.55 -9.000 -99.00  -9.00  NGC4017            136.9    104.2
2007A       15.60   0.09  18.09   0.28  16.60   0.14  15.11   0.07  19.08 -9.000 -99.00  -9.00  14.98   0.08  17.48   0.24  15.98   0.12  14.48   0.06  18.46 -9.000 -99.00  -9.00  14.76   0.09  17.27   0.30  15.77   0.15  14.26   0.07  18.24 -9.000 -99.00  -9.00  NGC105              52.9     61.7
2007C       15.35   0.09  15.76   0.11  14.27   0.06  12.82   0.03  18.82 -9.000 -99.00  -9.00  14.67   0.08  15.08   0.10  13.60   0.05  12.15   0.02  18.15 -9.000 -99.00  -9.00  14.39   0.09  14.80   0.11  13.31   0.05  11.84   0.03  17.87 -9.000 -99.00  -9.00  NGC4981            126.6    113.3
2007J       17.38   0.20  20.11   0.72  18.60   0.36  17.09   0.18  20.86 -9.000 -99.00  -9.00  16.84   0.22  19.56   0.75  18.06   0.38  16.55   0.19  20.32 -9.000 -99.00  -9.00  16.80   0.24  19.51   0.83  18.01   0.41  16.51   0.21  20.28 -9.000 -99.00  -9.00  UGC1778             54.4     75.6
2007L      -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00  20.40   1.32 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  UGC466              35.4      8.8
2007M      -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC4076             27.4      3.1
2007N       16.73   0.17  19.16   0.53  17.66   0.26  16.15   0.13  20.21 -9.000 -99.00  -9.00  16.02   0.15  18.49   0.46  16.97   0.23  15.43   0.11  19.50 -9.000 -99.00  -9.00  16.11   0.19  18.60   0.61  17.07   0.30  15.50   0.15  19.59 -9.000 -99.00  -9.00  M-01-33-12          77.0     88.3
2007S       16.01   0.12  18.58   0.40  17.08   0.20  15.60   0.10  19.49 -9.000 -99.00  -9.00  15.48   0.11  18.06   0.37  16.55   0.18  15.06   0.09  18.95 -9.000 -99.00  -9.00  15.28   0.13  17.88   0.43  16.37   0.22  14.85   0.11  18.76 -9.000 -99.00  -9.00  UGC5378             50.1     40.7
2007T       16.17   0.12  18.59   0.36  17.08   0.18  15.57   0.09  19.64 -9.000 -99.00  -9.00  15.71   0.13  18.19   0.40  16.67   0.20  15.09   0.10  19.19 -9.000 -99.00  -9.00  15.15   0.11  17.58   0.34  16.07   0.17  14.56   0.09  18.63 -9.000 -99.00  -9.00  NGC5828             48.3     31.4
2007W      -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  18.67   0.50  20.49   1.15  19.01   0.58  17.78   0.33  22.15 -9.000 -99.00  -9.00  17.44   0.36  19.14   0.78  17.75   0.41  16.67   0.25  20.92 -9.000 -99.00  -9.00  NGC5105             78.7     37.6
2007X       16.53   0.15  18.26   0.33  16.78   0.17  15.35   0.09  20.01 -9.000 -99.00  -9.00  15.88   0.13  17.62   0.30  16.13   0.15  14.68   0.08  19.36 -9.000 -99.00  -9.00  15.77   0.16  17.53   0.36  16.02   0.18  14.53   0.09  19.25 -9.000 -99.00  -9.00  E385-G32            80.5    109.6
2007Z       15.47   0.09  18.36   0.33  16.86   0.16  15.38   0.08  18.95 -9.000 -99.00  -9.00  14.65   0.08  17.54   0.30  16.04   0.15  14.56   0.08  18.13 -9.000 -99.00  -9.00  14.30   0.08  17.19   0.28  15.69   0.14  14.22   0.07  17.78 -9.000 -99.00  -9.00  PGC0016993          78.2     69.8
2007aa      17.83   0.25  18.88   0.41  17.42   0.21  15.89   0.10  21.31 -9.000 -99.00  -9.00  16.80   0.20  17.89   0.33  16.37   0.16  14.88   0.08  20.28 -9.000 -99.00  -9.00  17.61   0.36  18.77   0.62  17.14   0.29  15.49   0.14  21.09 -9.000 -99.00  -9.00  NGC4030             90.3    219.3
2007af      17.77   0.25  18.46   0.35  17.06   0.18  15.80   0.10  21.25 -9.000 -99.00  -9.00  20.05   0.90  20.54   1.13  19.99   0.88 -99.00  -9.00  23.53 -9.000 -99.00  -9.00  17.37   0.33  18.03   0.45  16.68   0.24  15.23   0.12  20.85 -9.000 -99.00  -9.00  NGC5584            131.3     67.2
2007ah      16.26   0.13  19.32   0.53  17.82   0.26  16.31   0.13  19.74 -9.000 -99.00  -9.00  15.42   0.10  18.45   0.39  16.96   0.20  15.47   0.10  18.90 -9.000 -99.00  -9.00  15.31   0.12  18.40   0.51  16.90   0.25  15.36   0.13  18.79 -9.000 -99.00  -9.00  UGC2931             46.4     51.8
2007ak      16.37   0.13  19.07   0.45  17.56   0.22  16.03   0.11  19.85 -9.000 -99.00  -9.00  15.42   0.11  18.09   0.38  16.59   0.19  15.08   0.10  18.90 -9.000 -99.00  -9.00  15.18   0.11  17.87   0.39  16.36   0.20  14.84   0.10  18.66 -9.000 -99.00  -9.00  UGC3293             78.6     62.6
2007am      15.53   0.09  17.51   0.21  16.01   0.11  14.51   0.05  19.01 -9.000 -99.00  -9.00  14.90   0.08  16.87   0.19  15.37   0.09  13.87   0.05  18.37 -9.000 -99.00  -9.00  14.52   0.08  16.48   0.21  14.98   0.11  13.51   0.05  17.99 -9.000 -99.00  -9.00  NGC3367            161.7    147.8
2007an      16.84   0.16  19.09   0.44  17.59   0.22  16.08   0.11  20.31 -9.000 -99.00  -9.00  16.08   0.13  18.29   0.36  16.80   0.18  15.36   0.09  19.56 -9.000 -99.00  -9.00  15.86   0.16  18.12   0.44  16.61   0.22  15.10   0.11  19.34 -9.000 -99.00  -9.00  NGC4017            100.4     67.8
2007ap      18.12   0.31  20.95   1.14  19.42   0.56  17.84   0.27  21.60 -9.000 -99.00  -9.00  17.27   0.23  20.04   0.82  18.53   0.41  16.99   0.20  20.75 -9.000 -99.00  -9.00  16.69   0.23  19.37   0.80  17.89   0.41  16.44   0.21  20.17 -9.000 -99.00  -9.00  M+03-41-03          54.6     20.4
2007as      17.23   0.21  20.25   0.83  18.74   0.41  17.17   0.20  20.71 -9.000 -99.00  -9.00  16.49   0.18  19.50   0.71  17.99   0.35  16.43   0.17  19.96 -9.000 -99.00  -9.00  16.54   0.23  19.51   0.90  18.00   0.45  16.49   0.22  20.02 -9.000 -99.00  -9.00  E018-G18            47.4     44.8
2007ax      14.06   0.05  15.25   0.08  13.66   0.04  11.97   0.02  17.53 -9.000 -99.00  -9.00  13.31   0.04  14.50   0.06  12.92   0.03  11.23   0.01  16.79 -9.000 -99.00  -9.00  13.07   0.04  14.27   0.08  12.67   0.04  10.97   0.02  16.55 -9.000 -99.00  -9.00  NGC2577             90.9     94.0
2007be      17.05   0.20  19.40   0.58  17.91   0.29  16.46   0.15  20.53 -9.000 -99.00  -9.00  16.22   0.16  18.53   0.46  17.05   0.23  15.65   0.12  19.70 -9.000 -99.00  -9.00  15.81   0.17  18.17   0.50  16.68   0.25  15.21   0.13  19.29 -9.000 -99.00  -9.00  UGC7800             30.4     36.1
2007bf      18.52   0.35  21.83   1.62  20.27   0.79  18.56   0.36  22.00 -9.000 -99.00  -9.00  18.19   0.40  21.86   2.17  20.17   1.00  18.23   0.41  21.67 -9.000 -99.00  -9.00  16.71   0.23  19.74   0.93  18.23   0.46  16.74   0.23  20.19 -9.000 -99.00  -9.00  UGC9121             43.5     27.7
2007bj      13.56   0.04  16.40   0.14  14.91   0.07  13.40   0.03  17.04 -9.000 -99.00  -9.00  12.85   0.03  15.69   0.12  14.20   0.06  12.69   0.03  16.33 -9.000 -99.00  -9.00  12.51   0.04  15.34   0.13  13.85   0.07  12.35   0.03  15.99 -9.000 -99.00  -9.00  NGC6172             42.1     47.7
2007bm      14.30   0.05  15.38   0.08  13.88   0.04  12.39   0.02  17.78 -9.000 -99.00  -9.00  13.61   0.05  14.69   0.08  13.18   0.04  11.68   0.02  17.08 -9.000 -99.00  -9.00  13.31   0.05  14.39   0.08  12.88   0.04  11.38   0.02  16.79 -9.000 -99.00  -9.00  NGC3672            153.6    140.6
2007ct      16.80   0.16  19.16   0.47  17.67   0.24  16.23   0.12  20.28 -9.000 -99.00  -9.00  16.27   0.16  18.66   0.47  17.16   0.23  15.66   0.12  19.75 -9.000 -99.00  -9.00  15.75   0.16  18.11   0.46  16.62   0.23  15.18   0.12  19.23 -9.000 -99.00  -9.00  NGC6944A            52.0     33.7
2007fb      15.88   0.11  18.72   0.40  17.21   0.20  15.70   0.10  19.36 -9.000 -99.00  -9.00  15.08   0.09  17.90   0.33  16.39   0.17  14.90   0.08  18.56 -9.000 -99.00  -9.00  14.81   0.10  17.61   0.37  16.11   0.18  14.63   0.09  18.29 -9.000 -99.00  -9.00  UGC12859            67.7     81.4
2007fn      18.26   0.31  21.06   1.12  19.54   0.56  18.00   0.27  21.74 -9.000 -99.00  -9.00  16.84   0.18  19.50   0.63  18.03   0.32  16.60   0.16  20.32 -9.000 -99.00  -9.00  16.84   0.24  19.67   0.90  18.14   0.45  16.57   0.22  20.32 -9.000 -99.00  -9.00  M+05-06-51          24.7     64.9
2007fo      15.36   0.08  16.60   0.15  15.12   0.07  13.68   0.04  18.83 -9.000 -99.00  -9.00  14.74   0.08  15.98   0.14  14.51   0.07  13.08   0.04  18.21 -9.000 -99.00  -9.00  14.48   0.09  15.74   0.16  14.25   0.08  12.78   0.04  17.96 -9.000 -99.00  -9.00  NGC7714             77.8     88.3
2007fp      14.05   0.05  17.13   0.20  15.65   0.10  14.20   0.05  17.53 -9.000 -99.00  -9.00  13.33   0.04  16.41   0.17  14.93   0.09  13.48   0.05  16.81 -9.000 -99.00  -9.00  13.02   0.05  16.10   0.19  14.61   0.10  13.17   0.05  16.50 -9.000 -99.00  -9.00  NGC3340             57.5     59.1
2007ft     -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC4677             10.4     59.2
2007gr      16.27   0.13  15.06   0.07  13.53   0.04  12.02   0.02  19.75 -9.000 -99.00  -9.00  15.67   0.12  14.46   0.07  12.92   0.04  11.36   0.02  19.14 -9.000 -99.00  -9.00  15.32   0.12  14.12   0.07  12.61   0.03  11.15   0.02  18.80 -9.000 -99.00  -9.00  NGC1058            151.8    143.4
2007gw      15.19   0.08  18.06   0.30  16.55   0.15  15.01   0.07  18.67 -9.000 -99.00  -9.00  14.41   0.06  17.27   0.23  15.77   0.11  14.23   0.06  17.89 -9.000 -99.00  -9.00  14.17   0.07  17.04   0.27  15.53   0.14  13.99   0.07  17.65 -9.000 -99.00  -9.00  NGC4161             45.2     55.2
2007hj      16.28   0.13  18.52   0.38  17.03   0.19  15.55   0.10  19.76 -9.000 -99.00  -9.00  15.46   0.10  17.69   0.28  16.20   0.14  14.73   0.07  18.94 -9.000 -99.00  -9.00  15.05   0.11  17.31   0.31  15.80   0.15  14.31   0.08  18.53 -9.000 -99.00  -9.00  NGC7461             69.2     77.8
2007hv      16.60   0.14  19.42   0.52  17.90   0.26  16.37   0.13  20.08 -9.000 -99.00  -9.00  15.76   0.13  18.55   0.47  17.05   0.23  15.53   0.12  19.24 -9.000 -99.00  -9.00  15.41   0.12  18.19   0.45  16.68   0.22  15.18   0.11  18.89 -9.000 -99.00  -9.00  UGC2858             56.9     71.6
2007ki      15.11   0.07  18.00   0.27  16.47   0.13  14.94   0.07  18.59 -9.000 -99.00  -9.00  14.38   0.06  17.27   0.22  15.74   0.11  14.21   0.05  17.86 -9.000 -99.00  -9.00  14.01   0.07  16.89   0.25  15.37   0.12  13.85   0.06  17.49 -9.000 -99.00  -9.00  M+05-17-10          43.3     36.1
2007kj      15.62   0.09  18.47   0.35  16.96   0.17  15.41   0.09  19.10 -9.000 -99.00  -9.00  14.85   0.09  17.71   0.32  16.19   0.16  14.65   0.08  18.33 -9.000 -99.00  -9.00  14.51   0.08  17.38   0.31  15.86   0.15  14.31   0.08  17.99 -9.000 -99.00  -9.00  NGC7803             60.7     44.9
2007sr     -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC4038            -99.0     44.9
2008N       15.16   0.08  16.62   0.16  15.10   0.08  13.56   0.04  18.64 -9.000 -99.00  -9.00  14.55   0.07  16.01   0.14  14.49   0.07  12.94   0.04  18.03 -9.000 -99.00  -9.00  14.26   0.08  15.71   0.16  14.20   0.08  12.66   0.04  17.74 -9.000 -99.00  -9.00  NGC4273             89.2     70.2
2008Q      -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00  -9.00 -99.00 -9.000 -99.00  -9.00  NGC524              10.1    192.8
