# SITEPH_SDSS PROFILE DATA - Sat Jan  3 17:06:29 2015
# SN        host                         uFrac       du    duerr    gFrac       dg    dgerr    rFrac       dr    drerr    iFrac       di    dierr    zFrac       dz    dzerr
1975K       NGC6195                      0.253     0.21     4.64    0.280     0.18     2.36    0.317     0.44     1.90    0.327     0.05     1.31    0.352     0.14     1.19
2002ll      A163708+4124                 1.000   -99.00    -9.00    1.000   -99.00    -9.00    0.004   -99.00    -9.00    1.000   -99.00    -9.00    0.016   -99.00    -9.00
2002aw      A163729+4052                 0.133     0.59     7.09    0.194     0.15     2.46    0.123     0.12     1.55    0.171     0.06     1.20    0.136     0.04     1.00
2009go      A163854+2149                 0.000   -99.00    -9.00    0.008   -99.00    -9.00    0.042   -99.00    -9.00    0.000   -99.00    -9.00    0.069   -99.00    -9.00
2008fo      A164012+3943                 0.060   -99.00    -9.00    0.059   -99.00    -9.00    0.052   -99.00    -9.00    0.060   -99.00    -9.00    0.049   -99.00    -9.00
2004A       NGC6207                      0.504     2.44     8.69    0.537     2.57     6.14    0.551     2.75     5.49    0.559     2.55     4.64    0.573     2.73     4.64
2001dv      MCG+09-27-071                0.750     0.65     8.69    1.000     1.20     7.09    1.000     1.28     6.14    1.000     0.92     4.64    1.000     0.44     3.55
2009fa      A164642+7515                 0.001     1.57     6.14    0.000    -0.31     1.67    0.000    -0.35     1.35    0.000    -0.47     1.17    0.001    -0.26     1.05
2007ac      UGC10550                     0.944    -2.38     8.69    0.972    -2.71     6.14    0.968    -2.31     6.14    0.997    -2.42     5.49    0.973    -2.51     5.52
2007is      UGC10553                     0.199     1.38     7.09    0.236     0.51     2.41    0.279     0.47     1.67    0.293     0.48     1.40    0.313     0.58     1.29
2008dc      A164729+0918                 1.000   -99.00    -9.00    1.000   -99.00    -9.00    0.833   -99.00    -9.00    0.000   -99.00    -9.00    1.000   -99.00    -9.00
2009fe      A164734+4950                 0.002   -99.00    -9.00    0.001   -99.00    -9.00    0.001   -99.00    -9.00    0.001   -99.00    -9.00    0.001   -99.00    -9.00
1994Q       PGC059076                    0.120     2.98    12.28    0.121     2.18     5.01    0.131     1.74     3.17    0.137     1.30     2.24    0.141     1.26     2.02
2003hf      UGC10586                     0.147     1.78     8.69    0.165     0.28     2.41    0.186     0.06     1.59    0.193     0.23     1.45    0.206     0.21     1.29
2009fx      A165311+2357                 0.023   -99.00    -9.00    0.001   -99.00    -9.00    0.001   -99.00    -9.00    0.003   -99.00    -9.00    0.001   -99.00    -9.00
2007hu      NGC6261                      0.137     2.38     8.69    0.152     1.81     2.75    0.168     1.58     1.55    0.173     1.50     1.19    0.186     1.56     1.04
2008dt      NGC6261                      0.491   -99.00    -9.00    0.509     0.79     3.88    0.539    -0.15     1.66    0.548    -0.03     1.42    0.575    -0.14     1.19
2008ew      IC1236                       0.322     1.10     8.69    0.339     0.81     4.34    0.362     0.32     2.62    0.368     0.34     2.28    0.389     0.26     1.99
1971M       A165842+6612                 0.010   -99.00    -9.00    0.051   -99.00    -9.00    0.213   -99.00    -9.00    0.006   -99.00    -9.00    0.016   -99.00    -9.00
2008eq      A170007+2307                 0.065   -99.00    -9.00    0.058   -99.00    -9.00    0.119   -99.00    -9.00    0.104   -99.00    -9.00    0.085   -99.00    -9.00
2000ct      A170103+3328                 0.162   -99.00    -9.00    0.159   -99.00    -9.00    0.153   -99.00    -9.00    0.150   -99.00    -9.00    0.149   -99.00    -9.00
2007ae      UGC10704                     0.659   -99.00    -9.00    0.717     1.63    12.28    0.734     1.12     7.09    0.744     1.17     6.14    0.770     0.58     4.34
2008dd      A170403+2135                 0.002   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2001dy      MCG+04-40-016                0.000   -99.00    -9.00    0.012    -2.31     4.35    0.025    -2.08     2.68    0.041    -1.60     2.28    0.058    -1.49     2.00
2002ej      NGC6324                      0.711    -0.60     4.09    0.715    -0.93     2.02    0.715    -1.13     1.43    0.706    -1.06     1.29    0.744    -1.12     1.17
1997cf      A170643+4354                 1.000   -99.00    -9.00    0.000   -99.00    -9.00    0.081   -99.00    -9.00    0.004   -99.00    -9.00    1.000   -99.00    -9.00
1997cg      A170646+4349                 0.006   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2000bs      UGC10710                     0.844   -99.00    -9.00    0.874   -99.00    -9.00    0.882     1.65    12.28    0.881     2.06    12.28    0.893     1.10     7.09
2004ec      UGC10717                     0.025     0.02     5.49    0.037     0.11     2.75    0.047    -0.01     1.77    0.050    -0.07     1.43    0.057    -0.19     1.18
2008az      UGC10721                     0.088     0.87     3.55    0.103     0.45     1.66    0.126     0.45     1.20    0.138     0.51     1.06    0.149     0.49     0.92
2005bp      UGC10732                     0.589    -0.67     6.14    0.623     0.26     5.49    0.641     0.45     5.01    0.640     0.52     4.64    0.649     0.37     4.09
1999bt      A171137+7225                 0.083   -99.00    -9.00    0.070   -99.00    -9.00    0.054   -99.00    -9.00    0.048   -99.00    -9.00    0.045   -99.00    -9.00
2008fj      UGC10759                     0.557    -0.31     7.09    0.593     0.89     5.49    0.606     0.84     3.70    0.595     0.38     2.46    0.609     0.43     2.24
2003ek      A171832+4140                 0.187   -99.00    -9.00    0.124     0.66     7.09    0.150    -0.61     2.68    0.157    -0.91     1.87    0.163    -0.96     1.57
1972G       A171954+6555                 0.097   -99.00    -9.00    1.000   -99.00    -9.00    0.939   -99.00    -9.00    0.215   -99.00    -9.00    0.284   -99.00    -9.00
2003U       NGC6365A                     0.350    -0.15     6.14    0.370     0.80     6.14    0.395     0.97     5.49    0.403     0.47     3.88    0.407     0.51     3.70
2001ad      NGC6373                      0.991    -3.53     7.10    0.984    -2.29     7.09    0.982    -1.70     7.09    0.977    -1.49     6.14    0.976    -1.56     5.50
2012an      NGC6373                      0.726   -99.00    -9.00    0.735     1.31    12.28    0.737     1.61    12.28    0.719     0.61     7.09    0.729     0.65     7.09
2007ad      UGC10845                     0.413     2.27    12.28    0.470     1.26     4.34    0.514     0.72     2.51    0.527     0.31     1.75    0.554     0.31     1.57
2009ia      A172611+1726                 0.039     1.43     2.82    0.034     1.05     1.25    0.034     1.04     0.91    0.041     1.12     0.77    0.058     1.15     0.67
1991af      PGC060308                    0.608     1.92     8.69    0.548     1.47     4.09    0.543     1.50     3.17    0.532     1.23     2.46    0.550     1.12     2.11
2004ao      UGC10862                     0.208    -0.05     8.69    0.260     0.64     6.14    0.278     0.37     4.09    0.220     0.44     3.55    0.278     0.13     2.82
2004eb      NGC6387                      0.419     1.14     2.17    0.364     1.21     1.72    0.356     1.12     1.49    0.343     1.12     1.39    0.357     1.15     1.32
2001aa      UGC10888                     0.929    -0.60     8.69    0.911     0.37     7.09    0.917     0.35     5.49    0.913     0.07     4.09    0.921     0.20     4.09
2009hl      A173110+3625                 1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00
1974I       A173130+4323                 0.074   -99.00    -9.00    0.147   -99.00    -9.00    0.269   -99.00    -9.00    0.262   -99.00    -9.00    0.198   -99.00    -9.00
2007kf      A173131+6918                 0.016   -99.00    -9.00    0.022   -99.00    -9.00    0.034   -99.00    -9.00    0.029   -99.00    -9.00    0.032   -99.00    -9.00
1971L       NGC6384                      0.219     0.93     8.69    0.349     0.64     3.88    0.391     0.22     2.21    0.452    -0.09     1.54    0.469    -0.11     1.35
1999da      NGC6411                      0.967   -99.00    -9.00    0.966   -99.00    -9.00    0.967   -99.00    -9.00    0.968   -99.00    -9.00    0.968   -99.00    -9.00
2008an      UGC10936                     0.393     0.79     8.69    0.420     0.53     4.09    0.493     0.56     3.07    0.527     0.57     2.62    0.547     0.50     2.28
1991an      A173910+6742                 0.236   -99.00    -9.00    0.145   -99.00    -9.00    0.204   -99.00    -9.00    0.296   -99.00    -9.00    0.348   -99.00    -9.00
2003hp      UGC10942                     0.817   -99.00    -9.00    0.817     0.45     8.69    0.831     0.34     7.09    0.837     1.04     8.69    0.947     0.73     7.09
1992av      A174304+6749                 0.241   -99.00    -9.00    1.000   -99.00    -9.00    0.971   -99.00    -9.00    0.798   -99.00    -9.00    0.420   -99.00    -9.00
2005ao      NGC6462                      0.989   -99.00    -9.00    0.922     2.48    12.28    0.950     1.82     7.09    0.959     1.82     6.14    0.985     1.14     4.09
1992aa      NGC6464                      0.003     5.14     8.69    0.002     4.05     3.07    0.003     4.76     2.75    0.003     5.05     2.46    0.004     5.11     2.11
2007cl      NGC6479                      0.235     0.37     5.01    0.258     0.16     2.62    0.281     0.35     2.14    0.289     0.39     1.87    0.299     0.19     1.54
2009ay      NGC6479                      0.404     0.01     5.01    0.429     0.46     3.55    0.449     0.08     2.28    0.456     0.02     1.92    0.466    -0.17     1.59
2002dk      NGC6616                      0.957    -0.97    12.28    0.967     0.51    12.28    0.972     1.36    12.28    0.971     1.27     8.69    0.976     0.93     7.09
2009fs      UGC11205                     0.230     0.56     8.69    0.292     0.73     4.64    0.339     0.43     2.82    0.351     0.33     2.21    0.379     0.41     2.02
1998V       NGC6627                      0.014    10.81    12.28    0.010    10.85     8.69    0.009    10.67     6.14    0.009    10.82     5.49    0.010    10.72     4.34
2006bq      NGC6685                      0.121     1.12     3.28    0.137     0.98     1.29    0.147     1.01     0.87    0.147     1.02     0.71    0.149     1.00     0.61
2009eq      NGC6686                      1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00
1999bx      NGC6745                      0.442    -0.18     2.36    0.452    -0.36     1.42    0.486    -0.15     1.29    0.497    -0.07     1.22    0.522    -0.00     1.15
2003hu      A191131+7753                 0.317     0.63     5.49    0.321     0.21     2.56    0.352     0.43     2.08    0.364     0.79     2.05    0.394     0.95     1.99
2004em      IC1303                       0.743     0.10     7.09    0.727    -0.13     3.70    0.733    -0.50     2.41    0.731    -0.15     2.46    0.742    -0.41     1.99
2007gm      A201918+0631                 0.001   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.009   -99.00    -9.00
2005iu      A202015+0013                 0.295   -99.00    -9.00    0.290   -99.00    -9.00    0.249   -99.00    -9.00    0.230   -99.00    -9.00    0.228   -99.00    -9.00
2004da      NGC6901                      0.261     0.09     4.64    0.296    -0.37     1.92    0.326    -0.25     1.43    0.336    -0.09     1.30    0.357    -0.01     1.18
2002cd      NGC6916                      0.217   -99.00    -9.00    0.258   -99.00    -9.00    0.295   -99.00    -9.00    0.311   -99.00    -9.00    0.328   -99.00    -9.00
2005hp      A202852-0046                 0.452   -99.00    -9.00    0.214   -99.00    -9.00    0.149   -99.00    -9.00    0.174   -99.00    -9.00    0.212   -99.00    -9.00
2007fu      A203028-1315                 1.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.010   -99.00    -9.00    0.006   -99.00    -9.00
2001dd      UGC11579                     1.000   -99.00    -9.00    1.000    -4.30     8.70    1.000    -4.39     5.50    1.000    -4.49     3.89    1.000    -5.45     3.15
2005iv      A203144+0014                 0.308   -99.00    -9.00    0.373   -99.00    -9.00    0.321   -99.00    -9.00    0.259   -99.00    -9.00    0.215   -99.00    -9.00
2006jl      A203204-0034                 0.000   -99.00    -9.00    1.000   -99.00    -9.00    1.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2002ek      A203208-1517                 0.015   -99.00    -9.00    0.008   -99.00    -9.00    0.018   -99.00    -9.00    0.002   -99.00    -9.00    0.137   -99.00    -9.00
2007ms      A203218-0100                 0.384   -99.00    -9.00    0.040   -99.00    -9.00    0.018   -99.00    -9.00    0.021   -99.00    -9.00    0.064   -99.00    -9.00
2005jw      A204019-0000                -9.000    -9.39    13.49    0.293     9.13     8.95    0.466    13.45     7.22    0.347    12.79     7.12    0.444    14.17     7.42
2005ix      A204155+0105                 0.202   -99.00    -9.00    0.555   -99.00    -9.00    0.491   -99.00    -9.00    0.574   -99.00    -9.00    1.000   -99.00    -9.00
2007nw      A204711-0115                 0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00    0.000   -99.00    -9.00
2002ha      NGC6962                      0.363   -99.00    -9.00    0.458   -99.00    -9.00    0.517   -99.00    -9.00    0.536   -99.00    -9.00    0.555   -99.00    -9.00
2003dt      NGC6962                      0.462   -99.00    -9.00    0.558   -99.00    -9.00    0.615   -99.00    -9.00    0.632   -99.00    -9.00    0.649   -99.00    -9.00
2005fl      A204721-0115                -9.000   -99.00    -9.00    0.181   -99.00    -9.00    0.344    -1.36    12.41    0.079    -6.25    11.26    0.000   -10.81   245.65
